Vz,,Dec. 2000,,,Mars 2001,,,,,,,,,Sept 2001,,,Decembre 2001,,,,,,,,,Dec 2001,,,Mars 2002,,,,,,,,,Sept 2002,,,Decembre 2002,,,,,,,,,Dec 2002,,,Mars 2003,,,,,,,,,Sept 2003,,,Dec 2003,,,,,,,,,Dec 2003,,,Mars 2004,,,,,,,,,Sept 2004,,,Dec 2004,,,,,,,,,Dec 2004,,,Mars 2005,,,,,,,,,Sept 2005,,,Dec 2005,,,,,,,,,Dec 2005,,,Mars 2006,,,,,,,,,Sept 2006,,,Dec 2006,,,,,,,,,Dec 2006,,,Mars 2007,,,,,,,,,Sept 2007,,,Dec 2007,,,,,,,,,Dec 2007,,,Mars 2008,,,,,,,,,Sept 2008,,,Dec 2008,,,,,,,,,Dec 2008,,,Mars 2009,,,,,,,,,Sept 2009,,,Dec 2009,,,,,,,,,Dec 2009,,,Mars 2010,,,,,,,,,Sept 2010,,,Dec 2010,,,,,,,,,Dec 2010,,,Mars 2011,,,,,,,,,Sept 2011,,,Dec 2011,,,,,,,,,Dec 2011,,,Mars 2012,,,,,,,,,Sept 2012,,,Dec 2012,,,,,,,,,Dec 2012,,,Mars 2013,,,,,,,,,Sept 2013,,,Dec 2013,,,,,,,
,,(26/11/00),,,Recolte : 3 mars 2001 - Analyse : mars et mai 2001,,,,,,,,,(08/09/01),,,Recolte : 28 nov 2001 - Analyse : 28 fev 2002,,,,,,,,,(28/11/01),,,Recolte : 2 mars 2002 - Analyse : 7 sept 2002,,,,,,,,,(04/09/02),,,Recolte : 12 dec 2002 - Analyse : 22 et 23 fev 2003,,,,,,,,,(12/12/02),,,Recolte : 9 mars 2003 - Analyse : 20 mai 2003,,,,,,,,,(28/08/03),,,Recolte : 2 dec 2003 - Analyse : 10 mars 2004,,,,,,,,,(02/12/03),,,Recolte :  6 mars 2004 - Analyse : 26 sept 2004,,,,,,,,,(23/09/04),,,Recolte :  2 dec 2004 - Analyse : 29 avril 2005,,,,,,,,,(02/12/04),,,Recolte :  14 mars 2005 - Analyse : 26 avril 2005,,,,,,,,,(30/08/05),,,Recolte :  10 dec 2005 - Analyse : 17 juin 2006,,,,,,,,,(10/12/05),,,Recolte :  1 mars 2006 - Analyse : 21 juin 2006,,,,,,,,,(20/08/06),,,Recolte :  10 dec 2006 - Analyse : 27 mai 2007,,,,,,,,,(10/12/06),,,Recolte :  28 mars 2007 - Analyse : 18 juillet 2007,,,,,,,,,(02/09/07),,,Recolte :  9 dec 2007 - Analyse : 23 aout 2008,,,,,,,,,(09/12/07),,,Recolte :  16 mars 2008 - Analyse : 28 aout 2008,,,,,,,,,(26/08/08),,,Recolte :  28 nov 2008 - Analyse : PB,,,,,,,,,(28/11/08),,,Recolte : 5 mars 2009 - Analyse : PB,,,,,,,,,(24/08/09),,,Recolte : 1 dec 2009 - Analyse : PB,,,,,,,,,(01/12/09),,,Recolte : 9 mars 2010 - Analyse : PB,,,,,,,,,(29/08/10),,,Recolte : 29 nov 2010 - Analyse : PB,,,,,,,,,(29/12/10),,,Recolte : 10 mars 2011 - Analyse : PB,,,,,,,,,(29/08/11),,,Recolte : 6 dec 2011 - Analyse : PB,,,,,,,,,(06/12/11),,,Recolte : 1 mars 2012 - Analyse : PB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Casses,1,,1,2,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,1,,,1,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,
,,,,,,,Total,2,0,15,17,,,,,,,,Total,0,0,0,0,,,,,,,,Total,0,0,1,1,,,,,,,,Total,0,0,0,0,,,,,,,,Total,3,0,1,4,,,,,,,,Total,0,0,1,1,,,,,,,,Total,1,2,0,3,,,,,,,,Total,0,0,0,0,,,,,,,,Total,0,0,1,1,,,,,,,,Total,0,0,0,0,,,,,,,,Total,0,2,0,2,,,,,,,,Total,0,0,0,0,,,,,,,,Total,0,0,0,0,,,,,,,,Total,0,0,0,0,,,,,,,,Total,0,1,0,1,,,,,,,,Total,0,0,0,0,,,,,,,,Total,0,0,2,2,,,,,,,,Total,0,0,0,0,,,,,,,,Total,,,,,,,,,,,,Total,0,0,0,0,,,,,,,,Total,1,0,3,4,,,,,,,,Total,0,0,0,0,,,,,,,,Total,0,0,0,0,,,,,,,,Total,0,0,0,0,,,,,,,,Total,0,0,0,0,,,,,,,,Total,1,0,1,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vz3,,163,,,163,,,Dessus,Bords,Dessous,Total,,,43,,,43,,,Dessus,Bords,Dessous,Total,,,223,,,223,,,Dessus,Bords,Dessous,Total,,,43,,,43,,,Dessus,Bords,Dessous,Total,,,223,,,223,,,Dessus,Bords,Dessous,Total,,,223,,,223,,,Dessus,Bords,Dessous,Total,,,43,,,43,,,Dessus,Bords,Dessous,Total,,,223,,,223,,,Dessus,Bords,Dessous,Total,,,43,,,43,,,Dessus,Bords,Dessous,Total,,,223,,,223,,,Dessus,Bords,Dessous,Total,,,43,,,43,,,Dessus,Bords,Dessous,Total,,,223,,,223,,,Dessus,Bords,Dessous,Total,,,43,,,43,,,Dessus,Bords,Dessous,Total,,,,,,,,,Dessus,Bords,Dessous,Total,,,3,,,3,,,Dessus,Bords,Dessous,Total,,,V43,,,V43,,,Dessus,Bords,Dessous,Total,,,43,,,43,,,Dessus,Bords,Dessous,Total,,,43,,,43,,,Dessus,Bords,Dessous,Total,,,43,,,43,,,Dessus,Bords,Dessous,Total,,,43,,,43,,,Dessus,Bords,Dessous,Total,,,43,,,43,,,Dessus,Bords,Dessous,Total,,,43,,,43,,,Dessus,Bords,Dessous,Total,,,43,,,43,,,Dessus,Bords,Dessous,Total,,,43,,,43,,,Dessus,Bords,Dessous,Total,,,43,,,43,,,Dessus,Bords,Dessous,Total,,,43,,,43,,,Dessus,Bords,Dessous,Total,
,,,,,,,Pocilloporidae,3,,1,4,,,,,,,,Pocilloporidae,,,,0,,,,,,,,Pocilloporidae,1,,,1,,,,, ,,,Pocilloporidae,,,,0,, ,,, ,,,Pocilloporidae,,,,0,, ,,, ,,,Pocilloporidae,,,,0,, ,,, ,,,Pocilloporidae,,,1,1,, ,,, ,,,Pocilloporidae,,,,0,, ,,, ,,,Pocilloporidae,,,,0,, ,,, ,,,Pocilloporidae,,,,0,, ,,, ,,,Pocilloporidae,1,,,1,, ,,, ,,,Pocilloporidae,,,,0,, ,,, ,,,Pocilloporidae,,,,0,, ,,,,,,Pocilloporidae,,,,,, ,,, ,,,Pocilloporidae,,,,0,, ,,, ,,,Pocilloporidae,,,,0,, ,,,,,,Pocilloporidae,,,,0,, ,,,,,,Pocilloporidae,,,,0,, ,,,,,,Pocilloporidae,,2,,2,, ,,,,,,Pocilloporidae,,,,0,, ,,,,,,Pocilloporidae,,,,0,, ,,,,,,Pocilloporidae,,,,0,, ,,,,,,Pocilloporidae,,,,0,,,,,,,,Pocilloporidae,,,,0,,,,,,,,Pocilloporidae,,,,0,,,,,,,,Pocilloporidae,,,,0,
,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,
,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,1,1,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,1,1,2,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,1,1,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,
,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,
,,,,,,,Casses,,,2,2,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,
,,,,,,,Total,3,0,3,6,,,,,,,,Total,0,0,0,0,,,,,,,,Total,1,0,0,1,,,,,,,,Total,0,0,0,0,,,,,,,,Total,0,0,0,0,,,,,,,,Total,0,0,0,0,,,,,,,,Total,0,0,2,2,,,,,,,,Total,0,0,0,0,,,,,,,,Total,0,0,0,0,,,,,,,,Total,0,0,0,0,,,,,,,,Total,1,0,0,1,,,,,,,,Total,0,0,0,0,,,,,,,,Total,0,0,0,0,,,,,,,,Total,,,,,,,,,,,,Total,0,0,0,0,,,,,,,,Total,0,0,0,0,,,,,,,,Total,0,0,0,0,,,,,,,,Total,0,0,0,0,,,,,,,,Total,0,3,1,4,,,,,,,,Total,0,0,0,0,,,,,,,,Total,0,0,0,0,,,,,,,,Total,0,0,0,0,,,,,,,,Total,0,0,0,0,,,,,,,,Total,0,0,1,1,,,,,,,,Total,0,0,0,0,,,,,,,,Total,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vz4,,164,,,164,,,Dessus,Bords,Dessous,Total,,,44,,,44,,,Dessus,Bords,Dessous,Total,,,224,,,224,,,Dessus,Bords,Dessous,Total,,,44,,,44,,,Dessus,Bords,Dessous,Total,,,224,,,224,,,Dessus,Bords,Dessous,Total,,,224,,,224,,,Dessus,Bords,Dessous,Total,,,44,,,44,,,Dessus,Bords,Dessous,Total,,,224,,,224,,,Dessus,Bords,Dessous,Total,,,44,,,44,,,Dessus,Bords,Dessous,Total,,,224,,,,,,Dessus,Bords,Dessous,Total,,,44,,,44,,,Dessus,Bords,Dessous,Total,,,224,,,224,,,Dessus,Bords,Dessous,Total,,,44,,,44,,,Dessus,Bords,Dessous,Total,,,,,,,,,Dessus,Bords,Dessous,Total,,,4,,,4,,,Dessus,Bords,Dessous,Total,,,V44,,,V44,,,Dessus,Bords,Dessous,Total,,,44,,,44,,,Dessus,Bords,Dessous,Total,,,44,,,44,,,Dessus,Bords,Dessous,Total,,,44,,,44,,,Dessus,Bords,Dessous,Total,,,44,,,44,,,Dessus,Bords,Dessous,Total,,,44,,,44,,,Dessus,Bords,Dessous,Total,,,44,,,44,,,Dessus,Bords,Dessous,Total,,,44,,,44,,,Dessus,Bords,Dessous,Total,,,44,,,44,,,Dessus,Bords,Dessous,Total,,,44,,,44,,,Dessus,Bords,Dessous,Total,,,44,,,44,,,Dessus,Bords,Dessous,Total,
,,,,,,,Pocilloporidae,,1,,1,,,,,,,,Pocilloporidae,,,,0,Colonisation Fungiidae ?, ,,,,,,Pocilloporidae,1,1,,2,, ,,,,,,Pocilloporidae,,,,0,,,,,,,,Pocilloporidae,,2,,2,,,,,,,,Pocilloporidae,,,,0,,,,,,,,Pocilloporidae,,1,,1,,,,,,,,Pocilloporidae,,,,0,,,,,,,,Pocilloporidae,,,1,1,,,,,,,,Pocilloporidae,,,,,,,,,,,,Pocilloporidae,,1,,1,,,,,,,,Pocilloporidae,,,,0,,,,,,,,Pocilloporidae,,,,0,,,,,,,,Pocilloporidae,,,,,,,,,,,,Pocilloporidae,,,,0,,,,,,,,Pocilloporidae,,,,0,,,,,,,,Pocilloporidae,,,3,3,,,,,,,,Pocilloporidae,,,,0,,,,,,,,Pocilloporidae,,,,0,,,,,,,,Pocilloporidae,,,,0,,,,,,,,Pocilloporidae,,2,,2,,,,,,,,Pocilloporidae,,,,0,,,,,,,,Pocilloporidae,,,,0,,,,,,,,Pocilloporidae,,,,0,,,,,,,,Pocilloporidae,,,,0,,,,,,,,Pocilloporidae,,,,0,
,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,1,1,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,1,1,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,
,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,,,,,,,,,Poritidae,,,1,1,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,1,1,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,1,,1,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,
,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,
,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,1,1,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,1,1,,,,,,,,Casses,,,,0,
,,,,,,,Total,0,1,0,1,,,,,,,,Total,0,0,0,0,,,,,,,,Total,1,1,0,2,,,,,,,,Total,0,0,0,0,,,,,,,,Total,0,2,0,2,,,,,,,,Total,0,0,0,0,,,,,,,,Total,0,1,0,1,,,,,,,,Total,0,0,0,0,,,,,,,,Total,0,0,1,1,,,,,,,,Total,,,,,,,,,,,,Total,0,1,1,2,,,,,,,,Total,0,0,2,2,,,,,,,,Total,0,0,0,0,,,,,,,,Total,,,,,,,,,,,,Total,0,0,0,0,,,,,,,,Total,0,0,0,0,,,,,,,,Total,0,0,5,5,,,,,,,,Total,0,0,0,0,,,,,,,,Total,0,0,0,0,,,,,,,,Total,0,0,0,0,,,,,,,,Total,0,3,0,3,,,,,,,,Total,0,0,0,0,,,,,,,,Total,0,0,0,0,,,,,,,,Total,0,0,0,0,,,,,,,,Total,0,0,1,1,,,,,,,,Total,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vz5,,165,,,165,,,Dessus,Bords,Dessous,Total,,,45,,,45,,,Dessus,Bords,Dessous,Total,,,225,,,225,,,Dessus,Bords,Dessous,Total,,,45,,,45,,,Dessus,Bords,Dessous,Total,,,225,,,225,,,Dessus,Bords,Dessous,Total,,,225,,,225,,,Dessus,Bords,Dessous,Total,,,45,,,45,,,Dessus,Bords,Dessous,Total,,,225,,,,,,Dessus,Bords,Dessous,Total,,,45,,,45,,,Dessus,Bords,Dessous,Total,,,225,,,225,,,Dessus,Bords,Dessous,Total,,,45,,,45,,,Dessus,Bords,Dessous,Total,,,225,,,225,,,Dessus,Bords,Dessous,Total,,,45,,,45,,,Dessus,Bords,Dessous,Total,,,,,,,,,Dessus,Bords,Dessous,Total,,,5,,,5,,,Dessus,Bords,Dessous,Total,,,V45,,,V45,,,Dessus,Bords,Dessous,Total,,,45,,,45,,,Dessus,Bords,Dessous,Total,,,45,,,45,,,Dessus,Bords,Dessous,Total,,,45,,,45,,,Dessus,Bords,Dessous,Total,,,45,,,45,,,Dessus,Bords,Dessous,Total,,,45,,,45,,,Dessus,Bords,Dessous,Total,,,45,,,45,,,Dessus,Bords,Dessous,Total,,,45,,,45,,,Dessus,Bords,Dessous,Total,,,45,,,45,,,Dessus,Bords,Dessous,Total,,,45,,,45,,,Dessus,Bords,Dessous,Total,,,45,,,45,,,Dessus,Bords,Dessous,Total,
,,,,,,,Pocilloporidae,,3,10,13,,,,,,,,Pocilloporidae,,,,0,, ,,,,,,Pocilloporidae,,,,0,Colonisation Faviidae, ,,,,,,Pocilloporidae,,,,0,Colonisation Faviidae ?,, ,,, ,,Pocilloporidae,,,,0,,, ,,, ,,Pocilloporidae,,,,0,,,,,,,,Pocilloporidae,,1,1,2,,, ,,, ,,Pocilloporidae,,,,,,,,,,,,Pocilloporidae,,,1,1,,, ,,, ,,Pocilloporidae,,,,0,,,,,,,,Pocilloporidae,,2,1,3,,, ,,, ,,Pocilloporidae,,,,0,,,,,,,,Pocilloporidae,,1,,1,,,,,,,,Pocilloporidae,,,,,,,,,,,,Pocilloporidae,2,,,2,,,,,,,,Pocilloporidae,,,,0,,,,,,,,Pocilloporidae,,,6,6,,,,,,,,Pocilloporidae,,,,0,,,,,,,,Pocilloporidae,,1,2,3,,,,,,,,Pocilloporidae,,,,0,,,,,,,,Pocilloporidae,,2,,2,,,,,,,,Pocilloporidae,,,,0,,,,,,,,Pocilloporidae,,,,0,,,,,,,,Pocilloporidae,,,,0,,,,,,,,Pocilloporidae,,,,0,,,,,,,,Pocilloporidae,,,,0,
,,,,,,,Acroporidae,,,2,2,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,1,3,,4,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,1,,1,2,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,,,,,,,,Acroporidae,,,,0,
,,,,,,,Poritidae,,,4,4,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,,,,,,,,,Poritidae,,,1,1,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,,,,,,,,Poritidae,,,,0,
,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,,,,,,,,Autres,,,,0,
,,,,,,,Casses,1,,,1,,,,,,,,Casses,,,,0,,,,,,,,Casses,,1,,1,,,,,,,,Casses,,,,0,,,,,,,,Casses,1,,,1,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,,,,,,,,Casses,,,,0,
